procedure_sk,cpt_code,description,category,status
736,63090,"Vertebral corpectomy (vertebral body resection), partial or complete, transperitoneal or retroperitoneal approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic, lumbar, or sacral; single segment",LAM,No Change
737,63091,"Vertebral corpectomy (vertebral body resection), partial or complete, transperitoneal or retroperitoneal approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic, lumbar, or sacral; each No changeitional segment (List separately in No changeition to code for primary procedure)",LAM,No Change
738,63101,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic, single segment",LAM,No Change
739,63102,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); lumbar, single segment",LAM,No Change
740,63103,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic or lumbar, each No changeitional segment (List separately in No changeition to code for primary procedure)",LAM,No Change
741,63170,"Laminectomy with myelotomy (eg, Bischof or DREZ type), cervical, thoracic, or thoracolumbar",LAM,No Change
742,63172,Laminectomy with drainage of intramedullary cyst/syrinx; to subarachnoid space,LAM,No Change
743,63173,Laminectomy with drainage of intramedullary cyst/syrinx; to peritoneal or pleural space,LAM,No Change
744,63180,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; 1 or 2 segments",LAM,No Change
745,63182,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; more than 2 segments",LAM,No Change
746,63185,Laminectomy with rhizotomy; 1 or 2 segments,LAM,No Change
747,63190,Laminectomy with rhizotomy; more than 2 segments,LAM,No Change
748,63191,Laminectomy with section of spinal accessory nerve,LAM,No Change
749,63197,"Laminectomy with cordotomy, with section of both spinothalamic tracts, 1 stage; thoracic",LAM,No Change
750,63200,"Laminectomy, with release of tethered spinal cord, lumbar",LAM,No Change
751,63250,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; cervical,LAM,No change
752,63251,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracic,LAM,No change
753,63252,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracolumbar,LAM,No change
754,63265,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; cervical",LAM,No change
755,63266,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; thoracic",LAM,No change
756,63267,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; lumbar",LAM,No change
757,63268,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; sacral",LAM,No change
758,63270,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; cervical",LAM,No change
759,63271,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; thoracic",LAM,No change
760,63272,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; lumbar",LAM,No change
761,63273,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; sacral",LAM,No change
762,63275,"Laminectomy for biopsy/excision of intraspinal neoplasm; extradural, cervical",LAM,No change
763,63276,"Laminectomy for biopsy/excision of intraspinal neoplasm; extradural, thoracic",LAM,No change
764,63277,"Laminectomy for biopsy/excision of intraspinal neoplasm; extradural, lumbar",LAM,No change
765,63278,"Laminectomy for biopsy/excision of intraspinal neoplasm; extradural, sacral",LAM,No change
766,63280,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, extramedullary, cervical",LAM,No change
767,63281,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, extramedullary, thoracic",LAM,No change
768,63282,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, extramedullary, lumbar",LAM,No change
769,63283,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, sacral",LAM,No change
770,63285,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, intramedullary, cervical",LAM,No change
771,63286,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, intramedullary, thoracic",LAM,No change
772,63287,"Laminectomy for biopsy/excision of intraspinal neoplasm; intradural, intramedullary, thoracolumbar",LAM,No change
773,63290,"Laminectomy for biopsy/excision of intraspinal neoplasm; combined extradural-intradural lesion, any level",LAM,No change
774,63709,"Repair of dural/cerebrospinal fluid leak or pseudomeningocele, with laminectomy",LAM,No change
775,63740,"Creation of shunt, lumbar, subarachnoid-peritoneal, -pleural, or other; including laminectomy",LAM,No change
776,0202T,"Posterior vertebral joint(s) arthroplasty (eg, facet joint[s] replacement), including facetectomy, laminectomy, foraminotomy, and vertebral column fixation, injection of bone cement, when performed, including fluoroscopy, single level, lumbar spine",LAM,No Change
777,0219T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; cervical",LAM,No Change
778,0220T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; thoracic",LAM,No Change
779,0221T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; lumbar",LAM,No Change
780,47135,"Liver allotransplantation; orthotopic, partial or whole, from cadaver or living donor, any age ",LTP,No Change
781,31300,"Laryngotomy (thyrotomy, laryngofissure); with removal of tumor or laryngocele, cordectomy ",NECK,No Change
782,31360,"Laryngectomy; total, without radical neck dissection  ",NECK,No Change
783,31365,"Laryngectomy; total, with radical neck dissection  ",NECK,No Change
784,31367,"Laryngectomy; subtotal supraglottic, without radical neck dissection  ",NECK,No Change
785,31368,"Laryngectomy; subtotal supraglottic, with radical neck dissection  ",NECK,No Change
786,31370,Partial laryngectomy (hemilaryngectomy); horizontal  ,NECK,No Change
787,31375,Partial laryngectomy (hemilaryngectomy); laterovertical,NECK,No Change
788,31380,Partial laryngectomy (hemilaryngectomy); anterovertical  ,NECK,No Change
789,31382,Partial laryngectomy (hemilaryngectomy); antero-latero-vertical  ,NECK,No Change
790,31390,"Pharyngolaryngectomy, with radical neck dissection; without reconstruction  ",NECK,No Change
791,31395,"Pharyngolaryngectomy, with radical neck dissection; with reconstruction  ",NECK,No Change
792,31400,"Arytenoidectomy or arytenoidopexy, external approach  ",NECK,No Change
793,31420,Epiglottidectomy ,NECK,No Change
794,31551,"Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent placement, younger than 12 years of age",NECK,No Change
795,31552,"Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent placement, age 12 years or older ",NECK,No Change
796,31553,"Laryngoplasty; for laryngeal stenosis, with graft, with indwelling stent placement, younger than 12 years of age ",NECK,No Change
797,31554,"Laryngoplasty; for laryngeal stenosis, with graft, with indwelling stent placement, age 12 years or older",NECK,No Change
798,31560,"Laryngoscopy, direct, operative, with arytenoidectomy;  ",NECK,No Change
799,31561,"Laryngoscopy, direct, operative, with arytenoidectomy; with operating microscope or telescope ",NECK,No Change
800,31580,"Laryngoplasty; for laryngeal web, with indwelling keel or stent insertion",NECK,No Change
801,31584,"Laryngoplasty; with open reduction and fixation of (eg, plating) fracture, includes tracheostomy, if performed",NECK,No Change
802,31587,"Laryngoplasty, cricoid split, without graft placement",NECK,No Change
803,31590,Laryngeal reinnervation by neuromuscular pedicle,NECK,No Change
804,31591,"Laryngoplasty, medialization, unilateral ",NECK,No Change
805,31592,Cricotracheal resection,NECK,No Change
806,31599,"Unlisted procedure, larynx  ",NECK,No Change
807,38308,Lymphangiotomy or other operations on lymphatic channels  ,NECK,No Change
808,38542,"Dissection, deep jugular node(s)  ",NECK,No Change
809,38720,Cervical lymphadenectomy (complete)  ,NECK,No Change
810,38724,Cervical lymphadenectomy (modified radical neck dissection)  ,NECK,No Change
811,41135,"Glossectomy; partial, with unilateral radical neck dissection  ",NECK,No Change
812,41140,"Glossectomy; complete or total, with or without tracheostomy, without radical neck dissection  ",NECK,No Change
813,41145,"Glossectomy; complete or total, with or without tracheostomy, with unilateral radical neck dissection  ",NECK,No Change
814,41155,"Glossectomy; composite procedure with resection floor of mouth, mandibular resection, and radical neck dissection (Commando type) ",NECK,No Change
815,42420,"Excision of parotid tumor or parotid gland; total, with dissection and preservation of facial nerve  ",NECK,No Change
816,42425,"Excision of parotid tumor or parotid gland; total, en bloc removal with sacrifice of facial nerve  ",NECK,No Change
817,42426,"Excision of parotid tumor or parotid gland; total, with unilateral radical neck dissection  ",NECK,No Change
818,60280,Excision of thyroglossal duct cyst or sinus,NECK,No Change
819,60281,Excision of thyroglossal duct cyst or sinus; recurrent,NECK,No Change
820,69150,Radical excision external auditory canal lesion; without neck dissection  ,NECK,No Change
821,69155,Radical excision external auditory canal lesion; with neck dissection  ,NECK,No Change
822,60000,"Incision and drainage of thyroglossal duct cyst, infected",NECK,Moved from THYR
823,50010,"Renal exploration, not necessitating other specific procedures  ",NEPH,No Change
824,50020,"Drainage of perirenal or renal abscess, open  ",NEPH,No Change
825,50040,"Nephrostomy, nephrotomy with drainage  ",NEPH,No Change
826,50045,"Nephrotomy, with exploration  ",NEPH,No Change
827,50060,Nephrolithotomy; removal of calculus  ,NEPH,No Change
828,50065,Nephrolithotomy; secondary surgical operation for calculus  ,NEPH,No Change
829,50070,Nephrolithotomy; complicated by congenital kidney abnormality  ,NEPH,No Change
830,50075,Nephrolithotomy; removal of large staghorn calculus filling renal pelvis and calyces (including anatrophic pyelolithotomy)  ,NEPH,No Change
831,50120,Pyelotomy; with exploration  ,NEPH,No Change
832,50125,"Pyelotomy; with drainage, pyelostomy  ",NEPH,No Change
833,50130,"Pyelotomy; with removal of calculus (pyelolithotomy, pelviolithotomy, including coagulum pyelolithotomy)  ",NEPH,No Change
834,50135,"Pyelotomy; complicated (e.g., secondary operation, congenital kidney abnormality)  ",NEPH,No Change
835,50205,Renal biopsy; by surgical exposure of kidney ,NEPH,No Change
836,50220,"Nephrectomy, including partial ureterectomy, any open approach including rib resection;  ",NEPH,No Change
837,50225,"Nephrectomy, including partial ureterectomy, any open approach including rib resection; complicated because of previous surgery on same kidney  ",NEPH,No Change
838,50230,"Nephrectomy, including partial ureterectomy, any open approach including rib resection; radical, with regional lymphadenectomy and/or vena caval thrombectomy  ",NEPH,No Change
839,50234,Nephrectomy with total ureterectomy and bladder cuff; through same incision  ,NEPH,No Change
840,50236,Nephrectomy with total ureterectomy and bladder cuff; through separate incision  ,NEPH,No Change
841,50240,"Nephrectomy, partial  ",NEPH,No Change
842,50250,"Ablation, open, 1 or more renal mass lesion(s), cryosurgical, including intraoperative ultrasound guidance and monitoring, if performed ",NEPH,No Change
843,50280,Excision or unroofing of cyst(s) of kidney ,NEPH,No Change
844,50290,Excision of perinephric cyst  ,NEPH,No Change
845,50320,"Donor nephrectomy (including cold preservation); open, from living donor  ",NEPH,No Change
846,50400,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting; simple ",NEPH,No Change
847,50405,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting; complicated (congenital kidney abnormality, secondary pyeloplasty, solitary kidney, calycoplasty) ",NEPH,No Change
848,50541,"Laparoscopy, surgical; ablation of renal cysts ",NEPH,No Change
849,50542,"Laparoscopy, surgical; ablation of renal mass lesion(s), including intraoperative ultrasound guidance and monitoring, when performed ",NEPH,No Change
850,50543,"Laparoscopy, surgical; partial nephrectomy  ",NEPH,No Change
851,50545,"Laparoscopy, surgical; radical nephrectomy (includes removal of Gerota's fascia and surrounding fatty tissue, removal of regional lymph nodes, and adrenalectomy)  ",NEPH,No Change
852,50546,"Laparoscopy, surgical; nephrectomy, including partial ureterectomy  ",NEPH,No Change
853,50547,"Laparoscopy, surgical; donor nephrectomy (including cold preservation), from living donor  ",NEPH,No Change
854,50548,"Laparoscopy, surgical; nephrectomy with total ureterectomy  ",NEPH,No Change
855,50549,Unlisted laparoscopic nephrectomy,NEPH,No Change
856,58660,"Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (separate procedure) ",OVRY,No Change
857,58661,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)  ",OVRY,No Change
858,58662,"Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method ",OVRY,No Change
859,58679,"Unlisted laparoscopy procedure, oviduct, ovary  ",OVRY,No Change
860,58720,"Salpingo-oophorectomy, complete or partial, unilateral or bilateral (separate procedure)  ",OVRY,No Change
861,58740,"Lysis of adhesions (salpingolysis, ovariolysis) ",OVRY,No Change
862,58800,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); vaginal approach  ",OVRY,No Change
863,58805,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); abdominal approach  ",OVRY,No Change
864,58820,"Drainage of ovarian abscess; vaginal approach, open  ",OVRY,No Change
865,58822,Drainage of ovarian abscess; abdominal approach  ,OVRY,No Change
866,58825,"Transposition, ovary(s)  ",OVRY,No Change
867,58900,"Biopsy of ovary, unilateral or bilateral (separate procedure)  ",OVRY,No Change
868,58920,"Wedge resection or bisection of ovary, unilateral or bilateral  ",OVRY,No Change
869,58925,"Ovarian cystectomy, unilateral or bilateral  ",OVRY,No Change
870,58940,"Oophorectomy, partial or total, unilateral or bilateral;",OVRY,No Change
871,58943,"Oophorectomy, partial or total, unilateral or bilateral; for ovarian, tubal or primary peritoneal malignancy, with para-aortic and pelvic lymph node biopsies, peritoneal washings, peritoneal biopsies, diaphragmatic assessments, with or without salpingectomy(s), with or without omentectomy  ",OVRY,No Change
872,58950,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy;  ",OVRY,No Change
873,58952,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy; with radical dissection for debulking (i.e., radical excision or destruction, intra-abdominal or retroperitoneal tumors)  ",OVRY,No Change
874,58970,"Follicle puncture for oocyte retrieval, any method  ",OVRY,No Change
875,33202,"Insertion of epicardial electrode(s); open incision (e.g., thoracotomy, median sternotomy, subxiphoid approach)",PACE,No Change
876,33203,"Insertion of epicardial electrode(s); endoscopic approach (e.g., thoracoscopy, pericardioscopy)",PACE,No Change
877,33206,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial ,PACE,No Change
878,33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular ,PACE,No Change
879,33208,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular ,PACE,No Change
880,33212,Insertion of pacemaker pulse generator only; with existing single lead ,PACE,No Change
881,33213,Insertion of pacemaker pulse generator only; with existing dual leads ,PACE,No Change
882,33214,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator) ",PACE,No Change
883,33215,Repositioning of previously implanted transvenous pacemaker or implantable defibrillator (right atrial or right ventricular) electrode,PACE,No Change
884,33216,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator ",PACE,No Change
885,33217,"Insertion of 2 transvenous electrodes, permanent pacemaker or implantable defibrillator ",PACE,No Change
886,33218,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator ",PACE,No Change
887,33220,Repair of 2 transvenous electrodes for permanent pacemaker or implantable defibrillator ,PACE,No Change
888,33221,Insertion of pacemaker pulse generator only; with existing multiple leads ,PACE,No Change
889,33222,Relocation of skin pocket for pacemaker ,PACE,No Change
890,33223,Relocation of skin pocket for implantable defibrillator ,PACE,No Change
891,33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",PACE,No Change
892,33225,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (e.g., for upgrade to dual chamber system) (List separately in No changeition to code for primary procedure)",PACE,No Change
893,33226,"Repositioning of previously implanted cardiac venous system (left ventricular) electrode (including removal, insertion and/or replacement of existing generator)",PACE,No Change
894,33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system ,PACE,No Change
895,33228,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system ,PACE,No Change
896,33229,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; multiple lead system ,PACE,No Change
897,33230,Insertion of implantable defibrillator pulse generator only; with existing dual leads ,PACE,No Change
898,33231,Insertion of implantable defibrillator pulse generator only; with existing multiple leads ,PACE,No Change
899,33233,Removal of permanent pacemaker pulse generator only ,PACE,No Change
900,33234,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular ",PACE,No Change
901,33235,Removal of transvenous pacemaker electrode(s); dual lead system ,PACE,No Change
902,33236,"Removal of permanent epicardial pacemaker and electrodes by thoracotomy; single lead system, atrial or ventricular",PACE,No Change
903,33237,Removal of permanent epicardial pacemaker and electrodes by thoracotomy; dual lead system,PACE,No Change
904,33238,Removal of permanent transvenous electrode(s) by thoracotomy,PACE,No Change
905,33240,Insertion of implantable defibrillator pulse generator only; with existing single lead ,PACE,No Change
906,33241,Removal of implantable defibrillator pulse generator only ,PACE,No Change
907,33243,Removal of single or dual chamber implantable defibrillator electrode(s); by thoracotomy,PACE,No Change
908,33244,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; by transvenous extraction ,PACE,No Change
909,33249,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber ",PACE,No Change
910,33262,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; single lead system ,PACE,No Change
911,33263,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; dual lead system ,PACE,No Change
912,33264,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; multiple lead system ,PACE,No Change
913,33270,"Insertion or replacement of permanent subcutaneous implantable defibrillator system, with subcutaneous electrode, including defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters, when performed",PACE,No Change
914,33271,Insertion of subcutaneous implantable defibrillator electrode,PACE,No Change
915,33272,Removal of subcutaneous implantable defibrillator electrode,PACE,No Change
916,33273,Repositioning of previously implanted subcutaneous implantable defibrillator electrode,PACE,No Change
917,0571T,"Insertion or replacement of implantable cardioverter-defibrillation system with substernal electrode(s), including all imaging guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when performed",PACE,No change
918,0572T,Insertion of substernal implantable defibrillation electrode ,PACE,No change
919,0573T,Removal of substernal implantable defibrillation electrode,PACE,No change
920,0574T,Repositioning of previously implanted substernal implantable defibrillator-pacing electrode,PACE,No change
921,55705,"Biopsy, prostate; incisional, any approach",PRST,No Change
922,55810,"Prostatectomy, perineal radical",PRST,No Change
923,55812,"Prostatectomy, perineal radical; with lymph node biopsy(s) (limited pelvic lymphadenectomy)",PRST,No Change
924,55815,"Prostatectomy, perineal radical; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric and obturator nodes",PRST,No Change
925,55821,"Prostatectomy (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy); suprapubic, subtotal, 1 or 2 stages",PRST,No Change
926,55831,"Prostatectomy (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy); retropubic, subtotal",PRST,No Change
927,55840,"Prostatectomy, retropubic radical, with or without nerve sparing;",PRST,No Change
928,55842,"Prostatectomy, retropubic radical, with or without nerve sparing; with lymph node biopsy(s) (limited pelvic lymphadenectomy)",PRST,No Change
929,55845,"Prostatectomy, retropubic radical, with or without nerve sparing; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",PRST,No Change
930,55866,"Laparoscopy, surgical prostatectomy, retropubic radical, including nerve sparing, includes robotic assistance, when performed",PRST,No Change
931,55867,"Laparoscopy, surgical prostatectomy, simple subtotal (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy), includes robotic assistance, when performed",PRST,Added
932,33889,"Open subclavian to carotid artery transposition performed in conjunction with endovascular repair of descending thoracic aorta, by neck incision, unilateral",PVBY,No Change
933,35501,"Bypass graft, with vein; common carotid-ipsilateral internal carotid",PVBY,No Change
934,35506,"Bypass graft, with vein; carotid-subclavian or subcalvian-carotid",PVBY,No Change
935,35508,"Bypass graft, with vein; carotid-vertebral",PVBY,No Change
936,35509,"Bypass graft, with vein; carotid-contralateral carotid",PVBY,No Change
937,35510,"Bypass graft, with vein; carotid-brachial",PVBY,No Change
938,35511,"Bypass graft, with vein; subclavian-subclavian",PVBY,No Change
939,35512,Bypass graft subclavian-brachial,PVBY,No Change
940,35515,Bypass graft subclavian-vertebral,PVBY,No Change
941,35516,"Bypass graft, with vein; subclavian-axillary",PVBY,No Change
942,35518,"Bypass graft, with vein; axillary-axillary",PVBY,No Change
943,35521,"Bypass graft, with vein; axillary-femoral",PVBY,No Change
944,35522,"Bypass graft, with vein; axillary-brachial",PVBY,No Change
945,35523,"Bypass graft, with vein; brachial-ulnar or -radial",PVBY,No Change
946,35525,"Bypass graft, with vein; brachial-brachial",PVBY,No Change
947,35533,"Bypass graft, with vein; axillary-femoral-femoral",PVBY,No Change
948,35556,"Bypass graft, with vein; femoral-popliteal",PVBY,No Change
949,35558,"Bypass graft, with vein; femoral-femoral",PVBY,No Change
950,35566,"Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels",PVBY,No Change
951,35570,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial",PVBY,No Change
952,35571,"Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels",PVBY,No Change
953,35583,In-situ vein bypass; femoral-popliteal,PVBY,No Change
954,35585,"In-situ vein bypass; femoral-anterior tibial, posterior tibial, or peroneal artery",PVBY,No Change
955,35587,"In-situ vein bypass; popliteal-tibial, peroneal",PVBY,No Change
956,35616,"Bypass graft, with other than vein; subclavian-axillary",PVBY,No Change
957,35621,"Bypass graft, with other than vein; axillary-femoral",PVBY,No Change
958,35623,"Bypass graft, with other than vein; axillary-popliteal or -tibial",PVBY,No Change
959,35650,"Bypass graft, with other than vein; axillary-axillary",PVBY,No Change
960,35654,"Bypass graft, with other than vein; axillary-femoral-femoral",PVBY,No Change
961,35656,"Bypass graft, with other than vein; femoral-popliteal",PVBY,No Change
962,35661,"Bypass graft, with other than vein; femoral-femoral",PVBY,No Change
963,35666,"Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery",PVBY,No Change
964,35671,"Bypass graft, with other than vein; popliteal-tibial or -peroneal artery",PVBY,No Change
965,35686,Creation of distal arteriovenous fistula during lower extremity bypass surgery (non-hemodialysis) ,PVBY,No Change
966,45110,"Proctectomy; complete, combined abdominoperineal, with colostomy",REC,No Change
967,45111,"Proctectomy; partial resection of rectum, transabdominal approach",REC,No Change
968,45112,"Proctectomy, combined abdominoperineal, pull-through procedure (eg, colo-anal anastomosis)",REC,No Change
969,45113,"Proctectomy, partial, with rectal mucosectomy, ileoanal anastomosis, creation of ileal reservoir (S or J), with or without loop ileostomy",REC,No Change
970,45114,"Proctectomy, partial, with anastomosis; abdominal and transsacral approach",REC,No Change
971,45116,"Proctectomy, partial, with anastomosis; transsacral approach only (Kraske type)",REC,No Change
972,45119,"Proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy when performed",REC,No Change
973,45120,"Proctectomy, complete (for congenital megacolon), abdominal and perineal approach; with pull-through procedure and anastomosis (eg, Swenson, Duhamel, or Soave type operation)",REC,No Change
974,45121,"Proctectomy, complete (for congenital megacolon), abdominal and perineal approach; with subtotal or total colectomy, with multiple biopsies",REC,No Change
975,45126,"Pelvic exenteration for colorectal malignancy, with proctectomy (with or without colostomy), with removal of bladder and ureteral transplantations, and/or hysterectomy, or cervicectomy, with or without removal of tube(s), with or without removal of ovary(s), or any combination thereof",REC,No Change
976,45395,"Laparoscopy, surgical; proctectomy, complete, combined abdominoperineal, with colostomy",REC,No Change
977,45397,"Laparoscopy, surgical; proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy, when performed",REC,No Change
978,45540,"Proctopexy (eg, for prolapse); abdominal approach (open)",REC,Added
979,45541,"Proctopexy (eg, for prolapse); perineal approach (open)",REC,Added
980,45550,"Proctopexy (eg, for prolapse); with sigmoid resection, abdominal approach (open)",REC,Added
981,45562,"Exploration, repair, and presacral drainage for rectal injury",REC,No Change
982,45563,"Exploration, repair, and presacral drainage for rectal injury; with colostomy",REC,No Change
983,57307,"Closure of rectovaginal fistula; abdominal approach, with concomitant colostomy",REC,No Change
984,43846,"Gastric restrictive procedure, with gastric bypass for morbid obesity; with short limb (150 cm or less) Roux-en-Y gastroenterostomy",SB,Moved from GAST
985,43496,Free jejunum transfer with microvascular anastomosis,SB,No Change
986,44010,"Duodenotomy, for exploration, biopsy(s), or foreign body removal",SB,No Change
987,44020,"Enterotomy, small intestine, other than duodenum; for exploration, biopsy(s), or foreign body removal",SB,No Change
988,44021,"Enterotomy, small intestine, other than duodenum; for decompression (eg, Baker tube)",SB,No Change
989,44120,"Enterectomy, resection of small intestine; single resection and anastomosis",SB,No Change
990,44125,"Enterectomy, resection of small intestine; with enterostomy",SB,No Change
991,44126,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; without tapering",SB,No Change
992,44127,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; with tapering",SB,No Change
993,44130,"Enteroenterostomy, anastomosis of intestine, with or without cutaneous enterostomy (separate procedure)",SB,No Change
994,44186,"Laparoscopy, surgical; jejunostomy (eg, for decompression or feeding)",SB,No Change
995,44187,"Laparoscopy, surgical; ileostomy or jejunostomy, non-tube",SB,No Change
996,44202,"Laparoscopy, surgical; enterectomy, resection of small intestine, single resection and anastomosis",SB,No Change
997,44300,"Placement, enterostomy or cecostomy, tube open (eg, for feeding or decompression) (separate procedure)",SB,No Change
998,44310,"Ileostomy or jejunostomy, non-tube",SB,No Change
999,44312,Revision of ileostomy; simple (release of superficial scar) (separate procedure),SB,No Change
1000,44314,Revision of ileostomy; complicated (reconstruction in-depth) (separate procedure),SB,No Change
1001,44316,Continent ileostomy (Kock procedure) (separate procedure),SB,No Change
1002,44602,"Suture of small intestine (enterorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture; single perforation",SB,No Change
1003,44603,"Suture of small intestine (enterorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture; multiple perforations",SB,No Change
1004,44615,"Intestinal stricturoplasty (enterotomy and enterorrhaphy) with or without dilation, for intestinal obstruction",SB,No Change
1005,44640,Closure of intestinal cutaneous fistula,SB,No Change
1006,44650,Closure of enteroenteric or enterocolic fistula,SB,No Change
1007,44800,Excision of Meckel's diverticulum (diverticulectomy) or omphalomesenteric duct,SB,No Change
1008,45136,Excision of ileoanal reservoir with ileostomy,SB,No Change
1009,38100,Splenectomy; total (separate procedure),SPLE,No Change
1010,38101,Splenectomy; partial (separate procedure),SPLE,No Change
1011,38102,"Splenectomy; total, en bloc for extensive disease, in conjunction with other procedure (List in No changeition to code for primary procedure)",SPLE,No Change
